wName2,wTrueRank2,wEstRank2,wTrueBin2,wEstBin2
12918,7744,7843,13,14
12919,7745,7733,13,13
12920,7746,7368,13,13
12922,7747,7706,13,13
12923,7748,7661,13,13
12924,7749,7382,13,13
12925,7750,7705,13,13
12926,7751,7286,13,13
12927,7752,7698,13,13
12928,7753,7654,13,13
12929,7754,6928,13,12
12930,7755,7779,13,13
12932,7756,7287,13,13
12936,7757,7403,13,13
12938,7758,7570,13,13
12939,7759,6994,13,12
12940,7760,7785,13,13
12941,7761,7594,13,13
12943,7762,7543,13,13
12944,7763,7598,13,13
12945,7764,7713,13,13
12946,7765,7844,13,14
12947,7766,7369,13,13
12948,7767,7780,13,13
12949,7768,7442,13,13
12950,7769,7629,13,13
12953,7770,6823,13,12
12954,7771,7512,13,13
12956,7772,7671,13,13
12957,7773,7332,13,13
12958,7774,7708,13,13
12959,7775,7802,13,14
12961,7776,7726,13,13
12962,7777,7067,13,12
12964,7778,7595,13,13
12966,7779,7370,13,13
12967,7780,7451,13,13
12968,7781,7311,13,13
12969,7782,7495,13,13
12970,7783,7765,13,13
12971,7784,7329,13,13
12973,7785,7784,13,13
12974,7786,7781,13,13
12979,7787,7253,13,13
12981,7788,7847,13,14
12982,7789,7657,13,13
12985,7790,7498,13,13
12987,7791,7420,13,13
12988,7792,7481,13,13
12989,7793,7786,13,13
12991,7794,7644,13,13
12992,7795,7137,13,12
12993,7796,7668,13,13
12995,7797,7385,13,13
12998,7798,7600,13,13
13000,7799,7791,13,13
13002,7800,7766,13,13
13003,7801,8396,14,14
13004,7802,8027,14,14
13006,7803,8144,14,14
13008,7804,8286,14,14
13009,7805,8110,14,14
13016,7806,7963,14,14
13018,7807,8371,14,14
13019,7808,8157,14,14
13020,7809,8111,14,14
13021,7810,8360,14,14
13022,7811,7906,14,14
13023,7812,8007,14,14
13024,7813,8166,14,14
13025,7814,8031,14,14
13027,7815,8098,14,14
13029,7816,8263,14,14
13032,7817,8003,14,14
13033,7818,8196,14,14
13034,7819,7948,14,14
13037,7820,7859,14,14
13039,7821,7324,14,13
13040,7822,8398,14,14
13042,7823,7909,14,14
13045,7824,8399,14,14
13047,7825,8400,14,14
13050,7826,8383,14,14
13051,7827,8022,14,14
13052,7828,7912,14,14
13053,7829,7883,14,14
13054,7830,8045,14,14
13056,7831,8000,14,14
13059,7832,8287,14,14
13060,7833,8080,14,14
13062,7834,8128,14,14
13063,7835,8168,14,14
13068,7836,8213,14,14
13070,7837,7330,14,13
13071,7838,8266,14,14
13073,7839,8361,14,14
13074,7840,8169,14,14
13076,7841,8324,14,14
13077,7842,7985,14,14
13080,7843,7976,14,14
13085,7844,7858,14,14
13086,7845,8127,14,14
13087,7846,8076,14,14
13089,7847,8029,14,14
13093,7848,8281,14,14
13094,7849,7318,14,13
13095,7850,7949,14,14
13096,7851,8081,14,14
13098,7852,8342,14,14
13100,7853,8350,14,14
13101,7854,7889,14,14
13102,7855,7783,14,13
13103,7856,7938,14,14
13104,7857,8049,14,14
13105,7858,8147,14,14
13106,7859,7856,14,14
13108,7860,8401,14,15
13112,7861,7760,14,13
13113,7862,8402,14,15
13115,7863,7879,14,14
13116,7864,8064,14,14
13117,7865,8387,14,14
13118,7866,8294,14,14
13119,7867,8191,14,14
13120,7868,8325,14,14
13122,7869,8197,14,14
13125,7870,8339,14,14
13126,7871,8170,14,14
13128,7872,8309,14,14
13129,7873,7872,14,14
13130,7874,7855,14,14
13131,7875,7936,14,14
13132,7876,8008,14,14
13137,7877,8015,14,14
13139,7878,8042,14,14
13140,7879,7966,14,14
13141,7880,7910,14,14
13146,7881,8372,14,14
13148,7882,7882,14,14
13149,7883,8018,14,14
13152,7884,8050,14,14
13153,7885,8217,14,14
13154,7886,8112,14,14
13157,7887,8023,14,14
13158,7888,7554,14,13
13160,7889,8267,14,14
13161,7890,8404,14,15
13162,7891,7885,14,14
13165,7892,8344,14,14
13170,7893,8351,14,14
13172,7894,8082,14,14
13173,7895,7904,14,14
13175,7896,7977,14,14
13177,7897,7999,14,14
13178,7898,8083,14,14
13179,7899,8113,14,14
13181,7900,7478,14,13
13182,7901,7850,14,14
13185,7902,7418,14,13
13186,7903,6691,14,12
13187,7904,8114,14,14
13190,7905,8310,14,14
13192,7906,8314,14,14
13193,7907,8270,14,14
13194,7908,8106,14,14
13195,7909,7658,14,13
13196,7910,7914,14,14
13197,7911,7874,14,14
13198,7912,8002,14,14
13199,7913,8211,14,14
13200,7914,8051,14,14
13202,7915,7548,14,13
13204,7916,8261,14,14
13206,7917,6838,14,12
13207,7918,8363,14,14
13208,7919,8326,14,14
13209,7920,8296,14,14
13210,7921,7339,14,13
13211,7922,7918,14,14
13212,7923,7876,14,14
13213,7924,7553,14,13
13214,7925,7939,14,14
13215,7926,8405,14,15
13216,7927,7947,14,14
13217,7928,8052,14,14
13219,7929,8154,14,14
13220,7930,8336,14,14
13221,7931,8028,14,14
13222,7932,8345,14,14
13224,7933,7482,14,13
13226,7934,8327,14,14
13227,7935,7869,14,14
13228,7936,8269,14,14
13234,7937,8033,14,14
13235,7938,7894,14,14
13237,7939,8097,14,14
13240,7940,8237,14,14
13241,7941,8044,14,14
13242,7942,8183,14,14
13244,7943,8158,14,14
13245,7944,8283,14,14
13247,7945,8373,14,14
13248,7946,8200,14,14
13249,7947,8102,14,14
13251,7948,8216,14,14
13253,7949,7878,14,14
13254,7950,8126,14,14
13255,7951,8066,14,14
13256,7952,8188,14,14
13257,7953,8328,14,14
13258,7954,8131,14,14
13259,7955,8004,14,14
13261,7956,8238,14,14
13262,7957,8062,14,14
13265,7958,8317,14,14
13268,7959,8138,14,14
13270,7960,7952,14,14
13271,7961,7922,14,14
13274,7962,8009,14,14
13275,7963,7890,14,14
13276,7964,8318,14,14
13278,7965,8406,14,15
13280,7966,7917,14,14
13283,7967,7950,14,14
13286,7968,8209,14,14
13288,7969,8053,14,14
13292,7970,7319,14,13
13293,7971,8338,14,14
13294,7972,8058,14,14
13295,7973,8259,14,14
13297,7974,8115,14,14
13300,7975,7860,14,14
13301,7976,8395,14,14
13305,7977,8176,14,14
13307,7978,8329,14,14
13311,7979,7861,14,14
13312,7980,7867,14,14
13314,7981,8297,14,14
13315,7982,8298,14,14
13319,7983,7982,14,14
13321,7984,8288,14,14
13322,7985,8059,14,14
13323,7986,7953,14,14
13324,7987,7575,14,13
13325,7988,8312,14,14
13326,7989,8139,14,14
13329,7990,8069,14,14
13330,7991,7871,14,14
13331,7992,8159,14,14
13333,7993,7887,14,14
13334,7994,8167,14,14
13336,7995,7937,14,14
13337,7996,8179,14,14
13341,7997,8316,14,14
13342,7998,8156,14,14
13343,7999,8024,14,14
13345,8000,8177,14,14
13346,8001,8218,14,14
13347,8002,8221,14,14
13348,8003,8239,14,14
13349,8004,7923,14,14
13351,8005,8067,14,14
13352,8006,7870,14,14
13353,8007,8236,14,14
13355,8008,8374,14,14
13356,8009,8020,14,14
13358,8010,8289,14,14
13359,8011,8178,14,14
13360,8012,8132,14,14
13366,8013,8165,14,14
13368,8014,8240,14,14
13370,8015,8194,14,14
13372,8016,8290,14,14
13374,8017,8241,14,14
13375,8018,8133,14,14
13377,8019,8095,14,14
13378,8020,7940,14,14
13379,8021,8375,14,14
13380,8022,8307,14,14
13384,8023,8242,14,14
13385,8024,7983,14,14
13387,8025,8243,14,14
13390,8026,8337,14,14
13391,8027,7996,14,14
13392,8028,8352,14,14
13393,8029,8311,14,14
13394,8030,8244,14,14
13395,8031,7965,14,14
13398,8032,8356,14,14
13399,8033,8393,14,14
13402,8034,7853,14,14
13404,8035,8030,14,14
13405,8036,8038,14,14
13409,8037,7945,14,14
13411,8038,8299,14,14
13413,8039,8160,14,14
13417,8040,8245,14,14
13419,8041,8407,14,15
13420,8042,7400,14,13
13421,8043,8220,14,14
13422,8044,8107,14,14
13425,8045,7993,14,14
13426,8046,7919,14,14
13427,8047,8048,14,14
13429,8048,8355,14,14
13430,8049,8207,14,14
13431,8050,8103,14,14
13432,8051,8180,14,14
13433,8052,8246,14,14
13434,8053,7960,14,14
13436,8054,8300,14,14
13437,8055,8072,14,14
13439,8056,8010,14,14
13441,8057,8122,14,14
13446,8058,7933,14,14
13447,8059,7984,14,14
13449,8060,8181,14,14
13450,8061,8084,14,14
13451,8062,7880,14,14
13452,8063,7862,14,14
13453,8064,8264,14,14
13454,8065,7954,14,14
13455,8066,8341,14,14
13458,8067,8322,14,14
13463,8068,8046,14,14
13464,8069,8408,14,15
13465,8070,8192,14,14
13466,8071,8135,14,14
13468,8072,7951,14,14
13474,8073,8121,14,14
13476,8074,7905,14,14
13477,8075,8187,14,14
13478,8076,8043,14,14
13479,8077,8011,14,14
13480,8078,8061,14,14
13482,8079,8376,14,14
13484,8080,8247,14,14
13485,8081,8141,14,14
13487,8082,7972,14,14
13489,8083,7313,14,13
13491,8084,8136,14,14
13493,8085,8073,14,14
13496,8086,7388,14,13
13498,8087,7767,14,13
13499,8088,8364,14,14
13501,8089,8291,14,14
13502,8090,7991,14,14
13504,8091,8182,14,14
13510,8092,8205,14,14
13512,8093,8330,14,14
13513,8094,8248,14,14
13514,8095,7737,14,13
13515,8096,7877,14,14
13517,8097,8054,14,14
13521,8098,7911,14,14
13524,8099,7941,14,14
13527,8100,8116,14,14
13528,8101,7863,14,14
13529,8102,8392,14,14
13530,8103,8390,14,14
13531,8104,8222,14,14
13532,8105,7955,14,14
13533,8106,8161,14,14
13534,8107,8085,14,14
13535,8108,8308,14,14
13536,8109,7881,14,14
13537,8110,8198,14,14
13540,8111,8086,14,14
13541,8112,7908,14,14
13544,8113,8409,14,15
13545,8114,8123,14,14
13547,8115,7892,14,14
13548,8116,8189,14,14
13549,8117,7895,14,14
13552,8118,8389,14,14
13553,8119,8057,14,14
13554,8120,8019,14,14
13556,8121,8087,14,14
13557,8122,8025,14,14
13559,8123,8223,14,14
13562,8124,7854,14,14
13563,8125,7915,14,14
13565,8126,8100,14,14
13567,8127,8040,14,14
13570,8128,8331,14,14
13571,8129,7549,14,13
13573,8130,8224,14,14
13574,8131,8214,14,14
13576,8132,8140,14,14
13577,8133,8410,14,15
13578,8134,8362,14,14
13579,8135,8278,14,14
13581,8136,7624,14,13
13583,8137,7920,14,14
13591,8138,8184,14,14
13592,8139,8203,14,14
13596,8140,7926,14,14
13599,8141,8039,14,14
13603,8142,8137,14,14
13605,8143,8249,14,14
13606,8144,8026,14,14
13607,8145,8071,14,14
13608,8146,7944,14,14
13609,8147,7743,14,13
13610,8148,8388,14,14
13611,8149,8250,14,14
13618,8150,8150,14,14
13619,8151,8153,14,14
13621,8152,8041,14,14
13623,8153,7907,14,14
13625,8154,7928,14,14
13626,8155,8032,14,14
13627,8156,7927,14,14
13628,8157,7716,14,13
13633,8158,8357,14,14
13634,8159,8377,14,14
13635,8160,7888,14,14
13636,8161,8171,14,14
13642,8162,8068,14,14
13643,8163,8036,14,14
13644,8164,8411,14,15
13646,8165,7924,14,14
13648,8166,8117,14,14
13649,8167,7925,14,14
13652,8168,7931,14,14
13653,8169,7866,14,14
13654,8170,7986,14,14
13658,8171,8065,14,14
13660,8172,7981,14,14
13661,8173,8146,14,14
13663,8174,8151,14,14
13664,8175,7913,14,14
13665,8176,8391,14,14
13666,8177,8301,14,14
13668,8178,8012,14,14
13671,8179,7868,14,14
13674,8180,8394,14,14
13680,8181,8108,14,14
13681,8182,8172,14,14
13682,8183,7969,14,14
13684,8184,7720,14,13
13685,8185,7997,14,14
13686,8186,7932,14,14
13688,8187,8208,14,14
13689,8188,8262,14,14
13690,8189,7973,14,14
13692,8190,7555,14,13
13694,8191,8225,14,14
13695,8192,8088,14,14
13697,8193,8251,14,14
13698,8194,8332,14,14
13701,8195,7899,14,14
13702,8196,8333,14,14
13703,8197,8365,14,14
13704,8198,7987,14,14
13705,8199,8089,14,14
13707,8200,7721,14,13
13708,8201,8378,14,14
13711,8202,8199,14,14
13713,8203,8346,14,14
13714,8204,8190,14,14
13716,8205,8340,14,14
13717,8206,8292,14,14
13719,8207,7974,14,14
13720,8208,7325,14,13
13721,8209,8380,14,14
13722,8210,8265,14,14
13723,8211,7916,14,14
13725,8212,7994,14,14
13726,8213,8226,14,14
13727,8214,7971,14,14
13729,8215,8215,14,14
13730,8216,8077,14,14
13731,8217,8302,14,14
13735,8218,8412,14,15
13739,8219,7864,14,14
13742,8220,8195,14,14
13743,8221,8206,14,14
13745,8222,8358,14,14
13746,8223,7956,14,14
13747,8224,8096,14,14
13748,8225,7964,14,14
13750,8226,7978,14,14
13751,8227,7902,14,14
13752,8228,8129,14,14
13753,8229,7957,14,14
13755,8230,7849,14,14
13757,8231,7921,14,14
13758,8232,8094,14,14
13759,8233,7901,14,14
13760,8234,7744,14,13
13764,8235,7852,14,14
13767,8236,8386,14,14
13768,8237,8055,14,14
13769,8238,7929,14,14
13770,8239,6865,14,12
13771,8240,8359,14,14
13773,8241,8347,14,14
13774,8242,8252,14,14
13775,8243,8315,14,14
13776,8244,8334,14,14
13778,8245,8413,14,15
13779,8246,8056,14,14
13780,8247,8303,14,14
13781,8248,8304,14,14
13784,8249,8397,14,14
13785,8250,8162,14,14
13787,8251,8414,14,15
13788,8252,8271,14,14
13789,8253,8415,14,15
13790,8254,8272,14,14
13791,8255,8193,14,14
13795,8256,7962,14,14
13797,8257,8118,14,14
13799,8258,8074,14,14
13802,8259,7477,14,13
13805,8260,8090,14,14
13807,8261,8258,14,14
13809,8262,7875,14,14
13812,8263,8253,14,14
13813,8264,7958,14,14
13814,8265,8319,14,14
13815,8266,8381,14,14
13816,8267,8227,14,14
13817,8268,8163,14,14
13818,8269,8202,14,14
13821,8270,7722,14,13
13823,8271,8185,14,14
13826,8272,8037,14,14
13827,8273,8417,14,15
13828,8274,8145,14,14
13829,8275,7633,14,13
13831,8276,8099,14,14
13832,8277,8273,14,14
13833,8278,8418,14,15
13834,8279,8293,14,14
13835,8280,8274,14,14
13836,8281,8228,14,14
13837,8282,8229,14,14
13839,8283,8313,14,14
13840,8284,7980,14,14
13841,8285,8354,14,14
13843,8286,8384,14,14
13844,8287,8143,14,14
13845,8288,7550,14,13
13846,8289,8104,14,14
13847,8290,7898,14,14
13850,8291,8173,14,14
13851,8292,8353,14,14
13852,8293,8130,14,14
13854,8294,8070,14,14
13855,8295,8134,14,14
13859,8296,8091,14,14
13861,8297,8210,14,14
13864,8298,8234,14,14
13867,8299,8125,14,14
13868,8300,8366,14,14
13869,8301,8268,14,14
13870,8302,8092,14,14
13871,8303,8109,14,14
13872,8304,8149,14,14
13874,8305,8174,14,14
13875,8306,8279,14,14
13881,8307,8230,14,14
13885,8308,7314,14,13
13887,8309,8017,14,14
13888,8310,8016,14,14
13891,8311,8175,14,14
13892,8312,8285,14,14
13894,8313,7968,14,14
13895,8314,8231,14,14
13897,8315,8155,14,14
13899,8316,8280,14,14
13900,8317,7405,14,13
13903,8318,8335,14,14
13904,8319,8419,14,15
13906,8320,8201,14,14
13910,8321,7891,14,14
13913,8322,7930,14,14
13914,8323,7552,14,13
13915,8324,5823,14,10
13917,8325,8254,14,14
13919,8326,7508,14,13
13920,8327,7959,14,14
13921,8328,7896,14,14
13922,8329,8260,14,14
13923,8330,8119,14,14
13928,8331,8120,14,14
13929,8332,8305,14,14
13930,8333,7630,14,13
13931,8334,8348,14,14
13932,8335,7995,14,14
13935,8336,7865,14,14
13936,8337,8034,14,14
13939,8338,7946,14,14
13940,8339,8152,14,14
13942,8340,7897,14,14
13943,8341,8164,14,14
13947,8342,8078,14,14
13949,8343,8420,14,15
13950,8344,8204,14,14
13951,8345,7988,14,14
13952,8346,8006,14,14
13953,8347,8001,14,14
13955,8348,7900,14,14
13957,8349,7851,14,14
13958,8350,7990,14,14
13961,8351,8275,14,14
13963,8352,7873,14,14
13964,8353,7975,14,14
13967,8354,8276,14,14
13968,8355,7942,14,14
13971,8356,8093,14,14
13973,8357,8219,14,14
13975,8358,7659,14,13
13977,8359,8060,14,14
13978,8360,8385,14,14
13979,8361,6317,14,11
13982,8362,8282,14,14
13984,8363,8142,14,14
13985,8364,8255,14,14
13986,8365,8212,14,14
13990,8366,8047,14,14
13991,8367,8013,14,14
13992,8368,8306,14,14
13993,8369,8021,14,14
13994,8370,7632,14,13
13998,8371,8349,14,14
14005,8372,8148,14,14
14011,8373,8256,14,14
14013,8374,7934,14,14
14015,8375,8421,14,15
14017,8376,7992,14,14
14020,8377,7989,14,14
14022,8378,8422,14,15
14023,8379,7903,14,14
14024,8380,7967,14,14
14026,8381,8105,14,14
14027,8382,8063,14,14
14028,8383,8257,14,14
14029,8384,8232,14,14
14030,8385,8233,14,14
14032,8386,8367,14,14
14034,8387,7961,14,14
14035,8388,8321,14,14
14037,8389,7935,14,14
14039,8390,8014,14,14
14042,8391,8277,14,14
14043,8392,7893,14,14
14046,8393,7943,14,14
14050,8394,8079,14,14
14051,8395,8423,14,15
14053,8396,8424,14,15
14056,8397,8005,14,14
14058,8398,8323,14,14
14059,8399,7395,14,13
14062,8400,8320,14,14
14064,8401,8553,15,15
14065,8402,8509,15,15
14067,8403,8676,15,15
14068,8404,8569,15,15
14069,8405,8533,15,15
14070,8406,8976,15,15
14072,8407,8940,15,15
14075,8408,8787,15,15
14077,8409,8893,15,15
14078,8410,8455,15,15
14079,8411,8445,15,15
14080,8412,8495,15,15
14081,8413,8677,15,15
14084,8414,8655,15,15
14085,8415,8623,15,15
14087,8416,8534,15,15
14088,8417,8485,15,15
14090,8418,8613,15,15
14091,8419,8735,15,15
14092,8420,8483,15,15
14093,8421,8729,15,15
14097,8422,8630,15,15
14098,8423,8977,15,15
14099,8424,8791,15,15
14101,8425,8811,15,15
14102,8426,8910,15,15
14103,8427,8670,15,15
14105,8428,8830,15,15
14107,8429,8471,15,15
14109,8430,8449,15,15
14110,8431,8978,15,15
14111,8432,8678,15,15
14113,8433,8857,15,15
14116,8434,8894,15,15
14119,8435,8895,15,15
14120,8436,9014,15,16
14121,8437,8491,15,15
14122,8438,8619,15,15
14125,8439,8714,15,15
14126,8440,8749,15,15
14127,8441,8521,15,15
14128,8442,8979,15,15
14130,8443,8624,15,15
14131,8444,8535,15,15
14132,8445,8943,15,15
14133,8446,8523,15,15
14134,8447,8461,15,15
14135,8448,8750,15,15
14136,8449,8656,15,15
14137,8450,8767,15,15
14139,8451,8792,15,15
14140,8452,9002,15,16
14141,8453,8639,15,15
14142,8454,8563,15,15
14143,8455,8709,15,15
14144,8456,8781,15,15
14147,8457,8710,15,15
14148,8458,8733,15,15
14149,8459,8552,15,15
14150,8460,8528,15,15
14151,8461,8751,15,15
14152,8462,8831,15,15
14153,8463,8882,15,15
14154,8464,8511,15,15
14155,8465,8428,15,15
14157,8466,8559,15,15
14158,8467,8647,15,15
14159,8468,8847,15,15
14160,8469,8430,15,15
14162,8470,7524,15,13
14163,8471,8883,15,15
14164,8472,8973,15,15
14165,8473,8785,15,15
14166,8474,8482,15,15
14169,8475,8640,15,15
14170,8476,8566,15,15
14172,8477,8944,15,15
14173,8478,8467,15,15
14175,8479,8961,15,15
14176,8480,8884,15,15
14177,8481,8441,15,15
14178,8482,8550,15,15
14181,8483,8937,15,15
14182,8484,8692,15,15
14183,8485,8861,15,15
14184,8486,8752,15,15
14186,8487,8812,15,15
14187,8488,8536,15,15
14189,8489,8634,15,15
14192,8490,8753,15,15
14194,8491,8679,15,15
14197,8492,8920,15,15
14198,8493,8945,15,15
14200,8494,8862,15,15
14201,8495,8946,15,15
14202,8496,8602,15,15
14203,8497,8863,15,15
14205,8498,8715,15,15
14208,8499,8736,15,15
14209,8500,8768,15,15
14211,8501,8896,15,15
14212,8502,8459,15,15
14213,8503,8680,15,15
14217,8504,8923,15,15
14218,8505,8832,15,15
14222,8506,8897,15,15
14223,8507,8833,15,15
14224,8508,8980,15,15
14225,8509,8916,15,15
14226,8510,8834,15,15
14229,8511,8516,15,15
14230,8512,8657,15,15
14231,8513,8443,15,15
14235,8514,8426,15,15
14236,8515,7979,15,14
14237,8516,8803,15,15
14238,8517,8711,15,15
14240,8518,8810,15,15
14242,8519,8601,15,15
14243,8520,9000,15,15
14244,8521,8681,15,15
14247,8522,8924,15,15
14248,8523,8612,15,15
14249,8524,8690,15,15
14250,8525,8440,15,15
14255,8526,8499,15,15
14257,8527,8615,15,15
14258,8528,8512,15,15
14261,8529,8517,15,15
14263,8530,8786,15,15
14265,8531,9015,15,16
14266,8532,8696,15,15
14268,8533,8592,15,15
14269,8534,8462,15,15
14274,8535,8343,15,14
14275,8536,8610,15,15
14276,8537,8875,15,15
14278,8538,8541,15,15
14279,8539,8652,15,15
14280,8540,8816,15,15
14281,8541,8804,15,15
14283,8542,8807,15,15
14285,8543,8658,15,15
14288,8544,8682,15,15
14293,8545,8488,15,15
14295,8546,8643,15,15
14296,8547,8805,15,15
14297,8548,8926,15,15
14298,8549,8603,15,15
14300,8550,8035,15,14
14302,8551,8809,15,15
14304,8552,8968,15,15
14306,8553,8458,15,15
14307,8554,8793,15,15
14309,8555,8659,15,15
14311,8556,8794,15,15
14312,8557,8947,15,15
14313,8558,8734,15,15
14314,8559,8885,15,15
14315,8560,8994,15,15
14316,8561,8425,15,15
14317,8562,8795,15,15
14318,8563,8450,15,15
14320,8564,8542,15,15
14321,8565,8368,15,14
14329,8566,8576,15,15
14331,8567,8754,15,15
14332,8568,8693,15,15
14335,8569,8948,15,15
14336,8570,8537,15,15
14337,8571,8403,15,15
14338,8572,8636,15,15
14339,8573,8527,15,15
14340,8574,8997,15,15
14341,8575,8796,15,15
14345,8576,8581,15,15
14346,8577,8874,15,15
14348,8578,8579,15,15
14349,8579,8446,15,15
14350,8580,8864,15,15
14351,8581,8928,15,15
14352,8582,8936,15,15
14353,8583,8949,15,15
14354,8584,8504,15,15
14355,8585,8898,15,15
14357,8586,8570,15,15
14358,8587,8873,15,15
14360,8588,8500,15,15
14362,8589,9009,15,16
14363,8590,8703,15,15
14366,8591,8950,15,15
14367,8592,8969,15,15
14371,8593,8836,15,15
14372,8594,8496,15,15
14373,8595,8513,15,15
14374,8596,8848,15,15
14380,8597,8865,15,15
14382,8598,8826,15,15
14384,8599,8941,15,15
14386,8600,8962,15,15
14389,8601,8716,15,15
14390,8602,8797,15,15
14391,8603,8456,15,15
14392,8604,8600,15,15
14393,8605,8567,15,15
14396,8606,8876,15,15
14397,8607,8625,15,15
14398,8608,8769,15,15
14399,8609,8704,15,15
14400,8610,8798,15,15
14401,8611,8700,15,15
14402,8612,8604,15,15
14403,8613,8755,15,15
14404,8614,8899,15,15
14405,8615,9007,15,16
14406,8616,8463,15,15
14407,8617,8717,15,15
14409,8618,8568,15,15
14413,8619,8866,15,15
14415,8620,8295,15,14
14416,8621,8506,15,15
14417,8622,8974,15,15
14418,8623,8756,15,15
14419,8624,8981,15,15
14420,8625,8470,15,15
14422,8626,9010,15,16
14424,8627,8654,15,15
14425,8628,8429,15,15
14427,8629,8439,15,15
14428,8630,8683,15,15
14429,8631,8770,15,15
14430,8632,8900,15,15
14431,8633,8867,15,15
14434,8634,8814,15,15
14435,8635,8596,15,15
14437,8636,8877,15,15
14438,8637,8702,15,15
14439,8638,8543,15,15
14441,8639,8650,15,15
14446,8640,8731,15,15
14447,8641,8851,15,15
14448,8642,8605,15,15
14450,8643,8582,15,15
14451,8644,8674,15,15
14452,8645,8922,15,15
14453,8646,8783,15,15
14454,8647,8590,15,15
14456,8648,8584,15,15
14457,8649,8929,15,15
14459,8650,8718,15,15
14461,8651,8660,15,15
14462,8652,8778,15,15
14463,8653,8599,15,15
14465,8654,8963,15,15
14466,8655,8558,15,15
14467,8656,8433,15,15
14470,8657,8661,15,15
14473,8658,8518,15,15
14477,8659,8460,15,15
14478,8660,8662,15,15
14480,8661,8972,15,15
14481,8662,8951,15,15
14482,8663,9013,15,16
14484,8664,9001,15,16
14486,8665,8284,15,14
14487,8666,8492,15,15
14488,8667,8616,15,15
14489,8668,8497,15,15
14492,8669,8708,15,15
14493,8670,8663,15,15
14494,8671,8952,15,15
14495,8672,8719,15,15
14498,8673,8586,15,15
14499,8674,8757,15,15
14500,8675,9004,15,16
14503,8676,8501,15,15
14504,8677,8799,15,15
14505,8678,8953,15,15
14508,8679,8901,15,15
14513,8680,8858,15,15
14515,8681,8544,15,15
14516,8682,8585,15,15
14517,8683,8571,15,15
14518,8684,8608,15,15
14519,8685,8648,15,15
14520,8686,8741,15,15
14522,8687,8954,15,15
14523,8688,8835,15,15
14525,8689,8744,15,15
14528,8690,8837,15,15
14529,8691,8572,15,15
14530,8692,8594,15,15
14531,8693,8580,15,15
14532,8694,8982,15,15
14533,8695,8970,15,15
14534,8696,8852,15,15
14537,8697,8697,15,15
14538,8698,8698,15,15
14539,8699,8475,15,15
14540,8700,8101,15,14
14542,8701,7970,15,14
14543,8702,8740,15,15
14546,8703,8626,15,15
14549,8704,8758,15,15
14552,8705,8614,15,15
14554,8706,8561,15,15
14558,8707,8930,15,15
14561,8708,8738,15,15
14562,8709,8514,15,15
14564,8710,8919,15,15
14565,8711,8886,15,15
14566,8712,8788,15,15
14569,8713,8827,15,15
14570,8714,8720,15,15
14571,8715,8448,15,15
14572,8716,8712,15,15
14573,8717,8432,15,15
14575,8718,8370,15,14
14578,8719,8996,15,15
14579,8720,8743,15,15
14581,8721,8983,15,15
14582,8722,8664,15,15
14583,8723,8464,15,15
14587,8724,8591,15,15
14589,8725,8618,15,15
14590,8726,8935,15,15
14591,8727,8771,15,15
14592,8728,8510,15,15
14593,8729,8665,15,15
14594,8730,8721,15,15
14595,8731,8476,15,15
14598,8732,8573,15,15
14599,8733,8748,15,15
14600,8734,8562,15,15
14603,8735,8984,15,15
14607,8736,8531,15,15
14611,8737,8917,15,15
14612,8738,8641,15,15
14613,8739,8878,15,15
14614,8740,8434,15,15
14616,8741,8557,15,15
14617,8742,8782,15,15
14618,8743,8931,15,15
14620,8744,8722,15,15
14621,8745,8998,15,15
14622,8746,8369,15,14
14624,8747,8737,15,15
14625,8748,8879,15,15
14629,8749,8759,15,15
14632,8750,8823,15,15
14637,8751,8684,15,15
14640,8752,8902,15,15
14642,8753,8508,15,15
14643,8754,8451,15,15
14644,8755,8800,15,15
14646,8756,8545,15,15
14647,8757,8908,15,15
14650,8758,8595,15,15
14651,8759,8695,15,15
14652,8760,8820,15,15
14654,8761,8868,15,15
14655,8762,8124,15,14
14656,8763,9008,15,16
14657,8764,8746,15,15
14658,8765,8817,15,15
14659,8766,8685,15,15
14662,8767,8538,15,15
14663,8768,8964,15,15
14664,8769,8915,15,15
14665,8770,8813,15,15
14670,8771,8493,15,15
14671,8772,8588,15,15
14672,8773,8583,15,15
14673,8774,8985,15,15
14677,8775,8784,15,15
14678,8776,8452,15,15
14679,8777,8551,15,15
14680,8778,8705,15,15
14681,8779,8760,15,15
14684,8780,8593,15,15
14687,8781,8772,15,15
14690,8782,8853,15,15
14691,8783,8574,15,15
14696,8784,8909,15,15
14697,8785,8989,15,15
14698,8786,8701,15,15
14700,8787,8965,15,15
14702,8788,8589,15,15
14706,8789,8673,15,15
14707,8790,8627,15,15
14708,8791,8645,15,15
14712,8792,8913,15,15
14713,8793,8742,15,15
14718,8794,8821,15,15
14719,8795,8986,15,15
14721,8796,8776,15,15
14723,8797,8694,15,15
14724,8798,8453,15,15
14725,8799,8887,15,15
14727,8800,8628,15,15
14728,8801,8554,15,15
14729,8802,8651,15,15
14732,8803,8646,15,15
14733,8804,8987,15,15
14735,8805,8686,15,15
14736,8806,8560,15,15
14738,8807,8912,15,15
14739,8808,8824,15,15
14744,8809,8666,15,15
14747,8810,8653,15,15
14748,8811,8629,15,15
14749,8812,8609,15,15
14751,8813,8416,15,15
14752,8814,8442,15,15
14753,8815,8578,15,15
14755,8816,8869,15,15
14756,8817,8921,15,15
