wName2,wTrueRank2,wEstRank2,wTrueBin2,wEstBin2
23957,14354,14245,24,24
23959,14355,14265,24,24
23960,14356,13959,24,24
23961,14357,13863,24,24
23963,14358,14062,24,24
23965,14359,14013,24,24
23966,14360,14428,24,25
23968,14361,14382,24,24
23976,14362,13897,24,24
23978,14363,13862,24,24
23979,14364,13956,24,24
23981,14365,14183,24,24
23986,14366,13780,24,23
23987,14367,14408,24,25
23988,14368,14195,24,24
23989,14369,13983,24,24
23990,14370,14008,24,24
23993,14371,13941,24,24
23994,14372,14337,24,24
23996,14373,14057,24,24
23997,14374,13857,24,24
23998,14375,14093,24,24
23999,14376,13996,24,24
24002,14377,13915,24,24
24003,14378,14429,24,25
24004,14379,14266,24,24
24006,14380,14065,24,24
24008,14381,13252,24,23
24009,14382,14218,24,24
24012,14383,14347,24,24
24013,14384,13847,24,24
24015,14385,13907,24,24
24017,14386,13919,24,24
24018,14387,13942,24,24
24019,14388,14090,24,24
24023,14389,14338,24,24
24024,14390,14301,24,24
24025,14391,14184,24,24
24027,14392,14106,24,24
24029,14393,13957,24,24
24030,14394,13939,24,24
24032,14395,13933,24,24
24036,14396,14339,24,24
24038,14397,14383,24,24
24039,14398,14091,24,24
24040,14399,13905,24,24
24041,14400,14109,24,24
24042,14401,14596,25,25
24043,14402,14650,25,25
24044,14403,14998,25,25
24045,14404,14920,25,25
24047,14405,14715,25,25
24048,14406,14934,25,25
24049,14407,14610,25,25
24050,14408,14935,25,25
24051,14409,14574,25,25
24052,14410,14960,25,25
24053,14411,14862,25,25
24054,14412,14922,25,25
24057,14413,14539,25,25
24059,14414,14806,25,25
24060,14415,14537,25,25
24061,14416,14870,25,25
24062,14417,14452,25,25
24063,14418,14969,25,25
24066,14419,14463,25,25
24067,14420,14936,25,25
24069,14421,14911,25,25
24070,14422,14460,25,25
24071,14423,14603,25,25
24072,14424,14600,25,25
24073,14425,14754,25,25
24075,14426,14780,25,25
24076,14427,14641,25,25
24077,14428,15011,25,26
24078,14429,14695,25,25
24079,14430,14751,25,25
24081,14431,14871,25,25
24084,14432,14516,25,25
24086,14433,14501,25,25
24088,14434,14534,25,25
24089,14435,14795,25,25
24091,14436,14444,25,25
24092,14437,14872,25,25
24093,14438,14250,25,24
24095,14439,14918,25,25
24096,14440,14439,25,25
24097,14441,14673,25,25
24098,14442,14540,25,25
24100,14443,14502,25,25
24102,14444,14784,25,25
24104,14445,14566,25,25
24108,14446,14937,25,25
24109,14447,14651,25,25
24111,14448,14541,25,25
24112,14449,14732,25,25
24113,14450,14796,25,25
24114,14451,14664,25,25
24115,14452,14794,25,25
24117,14453,14471,25,25
24119,14454,14414,25,25
24124,14455,14741,25,25
24125,14456,14549,25,25
24126,14457,14773,25,25
24127,14458,14785,25,25
24129,14459,14752,25,25
24130,14460,14886,25,25
24132,14461,14674,25,25
24133,14462,14938,25,25
24134,14463,14769,25,25
24135,14464,14451,25,25
24136,14465,14592,25,25
24138,14466,14824,25,25
24142,14467,14939,25,25
24144,14468,14856,25,25
24147,14469,14675,25,25
24149,14470,14760,25,25
24150,14471,14798,25,25
24152,14472,14887,25,25
24153,14473,14786,25,25
24154,14474,14718,25,25
24156,14475,14616,25,25
24158,14476,14487,25,25
24159,14477,14663,25,25
24160,14478,14563,25,25
24161,14479,14690,25,25
24162,14480,15003,25,26
24163,14481,14676,25,25
24166,14482,14014,25,24
24167,14483,14940,25,25
24168,14484,14557,25,25
24169,14485,14982,25,25
24170,14486,14498,25,25
24171,14487,14719,25,25
24173,14488,14517,25,25
24174,14489,14591,25,25
24176,14490,14686,25,25
24177,14491,14869,25,25
24178,14492,14778,25,25
24180,14493,14668,25,25
24181,14494,14617,25,25
24182,14495,14707,25,25
24183,14496,15016,25,26
24184,14497,14859,25,25
24186,14498,14666,25,25
24187,14499,14774,25,25
24190,14500,14687,25,25
24193,14501,14957,25,25
24198,14502,14825,25,25
24199,14503,14854,25,25
24200,14504,14599,25,25
24201,14505,14455,25,25
24203,14506,14645,25,25
24205,14507,14280,25,24
24206,14508,14457,25,25
24209,14509,14559,25,25
24210,14510,14983,25,25
24211,14511,14736,25,25
24215,14512,14813,25,25
24217,14513,14677,25,25
24220,14514,14618,25,25
24222,14515,14915,25,25
24223,14516,14742,25,25
24226,14517,14809,25,25
24227,14518,14642,25,25
24228,14519,14984,25,25
24230,14520,14634,25,25
24233,14521,15022,25,26
24234,14522,14941,25,25
24238,14523,14985,25,25
24239,14524,14564,25,25
24240,14525,15004,25,26
24241,14526,14443,25,25
24243,14527,14980,25,25
24244,14528,14458,25,25
24245,14529,14693,25,25
24246,14530,14691,25,25
24247,14531,14488,25,25
24250,14532,14986,25,25
24252,14533,14775,25,25
24253,14534,14896,25,25
24254,14535,14787,25,25
24255,14536,14711,25,25
24256,14537,14720,25,25
24257,14538,14762,25,25
24258,14539,14699,25,25
24259,14540,14462,25,25
24261,14541,14739,25,25
24263,14542,14430,25,25
24265,14543,14765,25,25
24268,14544,14465,25,25
24270,14545,14884,25,25
24274,14546,14838,25,25
24275,14547,14378,25,24
24278,14548,14440,25,25
24280,14549,14912,25,25
24281,14550,14951,25,25
24283,14551,14721,25,25
24285,14552,14692,25,25
24287,14553,14638,25,25
24291,14554,14584,25,25
24292,14555,14569,25,25
24293,14556,14797,25,25
24294,14557,14684,25,25
24295,14558,14629,25,25
24298,14559,14987,25,25
24300,14560,14770,25,25
24302,14561,14949,25,25
24303,14562,14542,25,25
24305,14563,14776,25,25
24311,14564,14735,25,25
24312,14565,14917,25,25
24313,14566,14750,25,25
24314,14567,14952,25,25
24316,14568,14524,25,25
24320,14569,14867,25,25
24321,14570,14858,25,25
24322,14571,14800,25,25
24324,14572,14644,25,25
24325,14573,14649,25,25
24326,14574,14505,25,25
24327,14575,14593,25,25
24329,14576,13269,25,23
24330,14577,14567,25,25
24333,14578,14781,25,25
24334,14579,14818,25,25
24340,14580,14919,25,25
24341,14581,14833,25,25
24349,14582,14988,25,25
24350,14583,14698,25,25
24351,14584,14816,25,25
24352,14585,14710,25,25
24354,14586,14626,25,25
24356,14587,15009,25,26
24357,14588,14989,25,25
24358,14589,14652,25,25
24359,14590,14597,25,25
24360,14591,14928,25,25
24362,14592,15017,25,26
24363,14593,14839,25,25
24364,14594,14722,25,25
24365,14595,14683,25,25
24371,14596,14519,25,25
24372,14597,14548,25,25
24374,14598,14509,25,25
24376,14599,14467,25,25
24377,14600,14489,25,25
24378,14601,14888,25,25
24380,14602,14635,25,25
24381,14603,14966,25,25
24382,14604,14819,25,25
24383,14605,14625,25,25
24384,14606,14885,25,25
24385,14607,14860,25,25
24389,14608,14700,25,25
24391,14609,14883,25,25
24392,14610,14543,25,25
24394,14611,14473,25,25
24401,14612,14897,25,25
24402,14613,14472,25,25
24403,14614,14733,25,25
24405,14615,14942,25,25
24406,14616,14526,25,25
24407,14617,14520,25,25
24408,14618,14508,25,25
24409,14619,14866,25,25
24410,14620,14529,25,25
24411,14621,14601,25,25
24416,14622,14551,25,25
24419,14623,14805,25,25
24421,14624,14763,25,25
24423,14625,14757,25,25
24424,14626,14846,25,25
24425,14627,14708,25,25
24427,14628,14494,25,25
24428,14629,14990,25,25
24429,14630,14653,25,25
24433,14631,14613,25,25
24434,14632,14943,25,25
24436,14633,14716,25,25
24439,14634,14771,25,25
24440,14635,14697,25,25
24441,14636,14903,25,25
24447,14637,14491,25,25
24448,14638,14499,25,25
24449,14639,14756,25,25
24450,14640,14755,25,25
24451,14641,14636,25,25
24453,14642,14704,25,25
24455,14643,14614,25,25
24457,14644,14970,25,25
24458,14645,14863,25,25
24459,14646,14981,25,25
24465,14647,14654,25,25
24466,14648,10867,25,19
24467,14649,14929,25,25
24470,14650,14185,25,24
24472,14651,14604,25,25
24477,14652,14873,25,25
24478,14653,14122,25,24
24480,14654,14834,25,25
24482,14655,14066,25,24
24483,14656,14788,25,25
24485,14657,13920,25,24
24488,14658,14483,25,25
24491,14659,14637,25,25
24494,14660,14468,25,25
24498,14661,14470,25,25
24499,14662,14777,25,25
24500,14663,14768,25,25
24501,14664,14826,25,25
24503,14665,14165,25,24
24504,14666,14723,25,25
24506,14667,14561,25,25
24508,14668,14724,25,25
24509,14669,14979,25,25
24510,14670,14725,25,25
24511,14671,14740,25,25
24513,14672,14712,25,25
24514,14673,14630,25,25
24517,14674,14831,25,25
24518,14675,14930,25,25
24520,14676,14843,25,25
24522,14677,14835,25,25
24524,14678,14874,25,25
24525,14679,14893,25,25
24527,14680,14481,25,25
24529,14681,14619,25,25
24532,14682,14916,25,25
24533,14683,14902,25,25
24536,14684,14605,25,25
24537,14685,14847,25,25
24539,14686,14905,25,25
24541,14687,14620,25,25
24546,14688,14789,25,25
24549,14689,14521,25,25
24552,14690,15000,25,25
24553,14691,14632,25,25
24555,14692,14655,25,25
24556,14693,14621,25,25
24557,14694,14640,25,25
24558,14695,14503,25,25
24559,14696,14906,25,25
24560,14697,14670,25,25
24566,14698,14506,25,25
24567,14699,15008,25,26
24568,14700,14656,25,25
24570,14701,14812,25,25
24573,14702,14961,25,25
24575,14703,14761,25,25
24576,14704,14900,25,25
24577,14705,14531,25,25
24578,14706,14681,25,25
24579,14707,14431,25,25
24582,14708,14807,25,25
24584,14709,14535,25,25
24588,14710,14648,25,25
24590,14711,14841,25,25
24591,14712,14924,25,25
24592,14713,14533,25,25
24594,14714,15014,25,26
24595,14715,14962,25,25
24597,14716,14532,25,25
24598,14717,14510,25,25
24600,14718,14575,25,25
24606,14719,14895,25,25
24612,14720,14802,25,25
24613,14721,14875,25,25
24614,14722,14528,25,25
24616,14723,14944,25,25
24619,14724,15013,25,26
24620,14725,14811,25,25
24622,14726,14622,25,25
24623,14727,14442,25,25
24630,14728,14608,25,25
24632,14729,14767,25,25
24633,14730,14963,25,25
24636,14731,14657,25,25
24637,14732,14602,25,25
24638,14733,14576,25,25
24641,14734,14865,25,25
24642,14735,14562,25,25
24647,14736,15001,25,26
24648,14737,14876,25,25
24651,14738,14844,25,25
24656,14739,13292,25,23
24657,14740,13836,25,24
24659,14741,14475,25,25
24660,14742,14964,25,25
24661,14743,14479,25,25
24662,14744,14713,25,25
24663,14745,14581,25,25
24664,14746,14709,25,25
24665,14747,14973,25,25
24667,14748,14436,25,25
24669,14749,14977,25,25
24670,14750,14830,25,25
24673,14751,14609,25,25
24674,14752,14598,25,25
24675,14753,14495,25,25
24676,14754,14589,25,25
24678,14755,14627,25,25
24679,14756,14848,25,25
24681,14757,14696,25,25
24682,14758,14039,25,24
24683,14759,14544,25,25
24684,14760,15006,25,26
24687,14761,13385,25,23
24689,14762,14894,25,25
24690,14763,14971,25,25
24692,14764,14850,25,25
24693,14765,14792,25,25
24695,14766,14446,25,25
24696,14767,14536,25,25
24697,14768,14437,25,25
24698,14769,14577,25,25
24699,14770,14877,25,25
24704,14771,14799,25,25
24705,14772,14588,25,25
24706,14773,14595,25,25
24707,14774,14991,25,25
24709,14775,14461,25,25
24710,14776,14832,25,25
24711,14777,15007,25,26
24713,14778,14579,25,25
24715,14779,14643,25,25
24716,14780,14968,25,25
24717,14781,15018,25,26
24718,14782,14910,25,25
24719,14783,13926,25,24
24720,14784,14438,25,25
24726,14785,14490,25,25
24727,14786,14974,25,25
24728,14787,14702,25,25
24729,14788,14997,25,25
24732,14789,14820,25,25
24733,14790,14904,25,25
24735,14791,14685,25,25
24736,14792,14706,25,25
24737,14793,14560,25,25
24738,14794,14553,25,25
24739,14795,14678,25,25
24740,14796,14568,25,25
24741,14797,14689,25,25
24742,14798,14726,25,25
24745,14799,14803,25,25
24746,14800,14583,25,25
24747,14801,14878,25,25
24748,14802,14782,25,25
24750,14803,14956,25,25
24751,14804,14523,25,25
24753,14805,14861,25,25
24756,14806,14449,25,25
24757,14807,14476,25,25
24761,14808,14976,25,25
24763,14809,14705,25,25
24765,14810,14823,25,25
24766,14811,14580,25,25
24768,14812,14518,25,25
24772,14813,14842,25,25
24774,14814,14879,25,25
24776,14815,14783,25,25
24779,14816,13931,25,24
24780,14817,14898,25,25
24781,14818,14738,25,25
24783,14819,14743,25,25
24784,14820,14999,25,25
24785,14821,15019,25,26
24786,14822,14485,25,25
24790,14823,14547,25,25
24791,14824,14727,25,25
24792,14825,14853,25,25
24796,14826,14828,25,25
24797,14827,14901,25,25
24798,14828,15020,25,26
24799,14829,14899,25,25
24802,14830,14459,25,25
24804,14831,14753,25,25
24806,14832,14744,25,25
24809,14833,14456,25,25
24811,14834,14972,25,25
24812,14835,14950,25,25
24813,14836,14671,25,25
24815,14837,14772,25,25
24816,14838,14477,25,25
24817,14839,14594,25,25
24819,14840,14864,25,25
24820,14841,14907,25,25
24821,14842,13853,25,24
24822,14843,14953,25,25
24825,14844,14728,25,25
24827,14845,14527,25,25
24828,14846,14679,25,25
24831,14847,14927,25,25
24834,14848,14665,25,25
24836,14849,14880,25,25
24837,14850,14606,25,25
24839,14851,14925,25,25
24841,14852,14538,25,25
24842,14853,14817,25,25
24844,14854,15005,25,26
24849,14855,14441,25,25
24850,14856,14672,25,25
24851,14857,14615,25,25
24853,14858,14926,25,25
24855,14859,14913,25,25
24856,14860,14931,25,25
24858,14861,14959,25,25
24859,14862,14623,25,25
24860,14863,14921,25,25
24862,14864,14469,25,25
24864,14865,14578,25,25
24865,14866,14511,25,25
24866,14867,14445,25,25
24867,14868,14745,25,25
24868,14869,14639,25,25
24870,14870,14530,25,25
24871,14871,14793,25,25
24872,14872,14840,25,25
24874,14873,14552,25,25
24875,14874,14514,25,25
24879,14875,14662,25,25
24881,14876,14992,25,25
24883,14877,14759,25,25
24885,14878,14493,25,25
24887,14879,14513,25,25
24888,14880,14851,25,25
24890,14881,14669,25,25
24892,14882,14827,25,25
24893,14883,14814,25,25
24895,14884,14432,25,25
24896,14885,14954,25,25
24897,14886,14504,25,25
24899,14887,14914,25,25
24900,14888,14646,25,25
24902,14889,14729,25,25
24903,14890,14492,25,25
24908,14891,14967,25,25
24915,14892,15002,25,26
24916,14893,14881,25,25
24917,14894,14730,25,25
24919,14895,14804,25,25
24921,14896,14882,25,25
24922,14897,14855,25,25
24923,14898,13844,25,24
24924,14899,14682,25,25
24926,14900,14448,25,25
24927,14901,14821,25,25
24928,14902,14565,25,25
24929,14903,14464,25,25
24930,14904,14746,25,25
24932,14905,14496,25,25
24933,14906,14810,25,25
24934,14907,15021,25,26
24936,14908,14611,25,25
24937,14909,14857,25,25
24938,14910,14737,25,25
24939,14911,14747,25,25
24940,14912,14822,25,25
24941,14913,14703,25,25
24945,14914,14633,25,25
24946,14915,14474,25,25
24947,14916,14734,25,25
24949,14917,14525,25,25
24950,14918,14558,25,25
24951,14919,14447,25,25
24953,14920,14932,25,25
24954,14921,13392,25,23
24957,14922,14658,25,25
24958,14923,14852,25,25
24959,14924,14748,25,25
24960,14925,14978,25,25
24963,14926,14993,25,25
24964,14927,14790,25,25
24965,14928,14889,25,25
24967,14929,14434,25,25
24968,14930,14955,25,25
24970,14931,14556,25,25
24972,14932,14766,25,25
24973,14933,14607,25,25
24974,14934,14659,25,25
24976,14935,14688,25,25
24977,14936,14433,25,25
24978,14937,14945,25,25
24979,14938,14450,25,25
24980,14939,14624,25,25
24981,14940,14480,25,25
24986,14941,14484,25,25
24989,14942,14497,25,25
24994,14943,14660,25,25
24996,14944,14946,25,25
24997,14945,14791,25,25
24998,14946,14890,25,25
24999,14947,14764,25,25
25000,14948,14486,25,25
25001,14949,14891,25,25
25006,14950,14836,25,25
25007,14951,14661,25,25
25009,14952,14965,25,25
25010,14953,14815,25,25
25011,14954,15015,25,26
25012,14955,14197,25,24
25013,14956,14947,25,25
25014,14957,14628,25,25
25015,14958,14749,25,25
25016,14959,14545,25,25
25017,14960,14758,25,25
25019,14961,14849,25,25
25020,14962,14694,25,25
25021,14963,14590,25,25
25022,14964,14587,25,25
25023,14965,14958,25,25
25025,14966,14731,25,25
25028,14967,14435,25,25
25033,14968,14680,25,25
25034,14969,14512,25,25
25035,14970,14453,25,25
25037,14971,14808,25,25
25039,14972,14550,25,25
25041,14973,15010,25,26
25042,14974,14994,25,25
25043,14975,14908,25,25
25047,14976,14631,25,25
25051,14977,14714,25,25
25053,14978,14845,25,25
25054,14979,14500,25,25
25055,14980,14571,25,25
25057,14981,14546,25,25
25059,14982,14572,25,25
25063,14983,14829,25,25
25064,14984,14586,25,25
25065,14985,14975,25,25
25066,14986,14717,25,25
25067,14987,14995,25,25
25068,14988,14892,25,25
25070,14989,14996,25,25
25074,14990,14868,25,25
25076,14991,14779,25,25
25077,14992,14701,25,25
25078,14993,14554,25,25
25079,14994,14948,25,25
25080,14995,14570,25,25
25081,14996,15012,25,26
25083,14997,14515,25,25
25085,14998,14933,25,25
25088,14999,14923,25,25
25090,15000,14909,25,25
25091,15001,15545,26,26
25094,15002,15446,26,26
25099,15003,15586,26,26
25101,15004,15072,26,26
25102,15005,15154,26,26
25104,15006,15422,26,26
25109,15007,15347,26,26
25110,15008,15092,26,26
25111,15009,15587,26,26
25113,15010,15438,26,26
25115,15011,15490,26,26
25116,15012,15115,26,26
25117,15013,15403,26,26
25118,15014,15187,26,26
25119,15015,15423,26,26
25121,15016,15445,26,26
25122,15017,15470,26,26
25124,15018,15083,26,26
25125,15019,15274,26,26
25128,15020,15447,26,26
25131,15021,15588,26,26
25132,15022,15574,26,26
25133,15023,15589,26,26
25134,15024,15174,26,26
25139,15025,15404,26,26
25141,15026,15364,26,26
25142,15027,15590,26,26
25143,15028,15521,26,26
25144,15029,15172,26,26
25148,15030,14585,26,25
25150,15031,15424,26,26
25152,15032,15153,26,26
25154,15033,15537,26,26
25155,15034,15027,26,26
25157,15035,15335,26,26
25158,15036,15509,26,26
25159,15037,15395,26,26
25160,15038,15309,26,26
25161,15039,15551,26,26
25163,15040,15116,26,26
25164,15041,15398,26,26
25165,15042,15073,26,26
25166,15043,15287,26,26
25167,15044,15117,26,26
25169,15045,15552,26,26
25170,15046,15409,26,26
25171,15047,15591,26,26
25172,15048,15482,26,26
25174,15049,15084,26,26
25175,15050,15038,26,26
25176,15051,15118,26,26
25177,15052,15471,26,26
25178,15053,15046,26,26
25180,15054,15049,26,26
25181,15055,15365,26,26
25182,15056,15583,26,26
25183,15057,15425,26,26
25184,15058,15113,26,26
25185,15059,14647,26,25
25187,15060,15340,26,26
25188,15061,15592,26,26
25189,15062,15426,26,26
25190,15063,15579,26,26
25191,15064,15366,26,26
25195,15065,15436,26,26
25196,15066,15243,26,26
25197,15067,15265,26,26
25198,15068,15145,26,26
25199,15069,15464,26,26
25200,15070,15081,26,26
25203,15071,14454,26,25
25204,15072,15105,26,26
25206,15073,15491,26,26
25208,15074,15188,26,26
25209,15075,15025,26,26
25210,15076,15540,26,26
25211,15077,15119,26,26
25212,15078,15164,26,26
25213,15079,15097,26,26
25215,15080,15367,26,26
25216,15081,15476,26,26
25217,15082,15236,26,26
25220,15083,15189,26,26
25222,15084,15492,26,26
25223,15085,15310,26,26
25228,15086,15368,26,26
25230,15087,15205,26,26
25231,15088,15180,26,26
25233,15089,15473,26,26
25236,15090,15103,26,26
25237,15091,15549,26,26
25238,15092,15211,26,26
25239,15093,14478,26,25
25240,15094,15343,26,26
25241,15095,15493,26,26
25243,15096,15411,26,26
25245,15097,14466,26,25
25246,15098,15143,26,26
25248,15099,15298,26,26
25249,15100,15268,26,26
25251,15101,15140,26,26
25252,15102,15059,26,26
25255,15103,15593,26,26
25256,15104,15516,26,26
25257,15105,15221,26,26
25258,15106,15410,26,26
25261,15107,15039,26,26
25262,15108,15389,26,26
25263,15109,15273,26,26
25265,15110,15566,26,26
25266,15111,15349,26,26
25267,15112,15259,26,26
25269,15113,15311,26,26
25272,15114,15190,26,26
25273,15115,15369,26,26
25274,15116,15040,26,26
25278,15117,14667,26,25
25280,15118,15405,26,26
25281,15119,15494,26,26
25283,15120,15439,26,26
25284,15121,15345,26,26
25285,15122,15575,26,26
25287,15123,14482,26,25
25288,15124,15448,26,26
25289,15125,15393,26,26
25290,15126,15483,26,26
25292,15127,15191,26,26
25293,15128,15571,26,26
25294,15129,15594,26,26
25298,15130,15135,26,26
25300,15131,15222,26,26
25301,15132,14582,26,25
25304,15133,15120,26,26
25306,15134,15182,26,26
25307,15135,15282,26,26
25308,15136,15036,26,26
25309,15137,15495,26,26
25313,15138,15165,26,26
25314,15139,15461,26,26
25315,15140,15278,26,26
25317,15141,15192,26,26
25318,15142,15331,26,26
25320,15143,15302,26,26
25322,15144,15478,26,26
25323,15145,15208,26,26
25324,15146,15299,26,26
25325,15147,15370,26,26
25326,15148,15371,26,26
25327,15149,15032,26,26
25328,15150,15427,26,26
25329,15151,15485,26,26
25331,15152,15565,26,26
25332,15153,15481,26,26
25335,15154,15029,26,26
25337,15155,15449,26,26
25339,15156,15242,26,26
25340,15157,15350,26,26
25341,15158,15247,26,26
25342,15159,15303,26,26
25344,15160,15595,26,26
25348,15161,15082,26,26
25349,15162,15596,26,26
25352,15163,15553,26,26
25353,15164,15031,26,26
25354,15165,15186,26,26
25355,15166,15063,26,26
25357,15167,15300,26,26
25358,15168,15465,26,26
25360,15169,15288,26,26
25361,15170,15159,26,26
25363,15171,15201,26,26
25365,15172,15597,26,26
25366,15173,15522,26,26
25368,15174,15276,26,26
25370,15175,15121,26,26
25372,15176,15085,26,26
25373,15177,15598,26,26
25374,15178,15396,26,26
25375,15179,15400,26,26
25379,15180,15281,26,26
25380,15181,15102,26,26
25381,15182,15428,26,26
25382,15183,15202,26,26
25383,15184,15541,26,26
25384,15185,15496,26,26
25385,15186,15372,26,26
25392,15187,15122,26,26
25396,15188,15037,26,26
25397,15189,15044,26,26
25398,15190,15123,26,26
25399,15191,15510,26,26
25404,15192,15166,26,26
25406,15193,14555,26,25
25409,15194,15399,26,26
25411,15195,14573,26,25
25413,15196,15052,26,26
25414,15197,15554,26,26
25415,15198,15373,26,26
25417,15199,15071,26,26
25419,15200,15351,26,26
25422,15201,15338,26,26
25423,15202,15538,26,26
25426,15203,15304,26,26
25431,15204,15104,26,26
25432,15205,15374,26,26
25435,15206,15441,26,26
25436,15207,15217,26,26
25437,15208,15535,26,26
25438,15209,15260,26,26
25444,15210,15526,26,26
25445,15211,15074,26,26
25446,15212,15235,26,26
25449,15213,15246,26,26
25452,15214,15098,26,26
25456,15215,15171,26,26
25457,15216,15289,26,26
25459,15217,15463,26,26
25460,15218,15209,26,26
25461,15219,15534,26,26
25462,15220,15437,26,26
25463,15221,15528,26,26
25465,15222,15414,26,26
25467,15223,15033,26,26
25468,15224,15599,26,26
25469,15225,15035,26,26
25470,15226,15026,26,26
25471,15227,15401,26,26
25476,15228,15550,26,26
25477,15229,15150,26,26
25478,15230,15086,26,26
25479,15231,15177,26,26
25480,15232,15600,26,26
25481,15233,15234,26,26
25482,15234,15601,26,27
25483,15235,15568,26,26
25486,15236,15352,26,26
25487,15237,15533,26,26
25488,15238,15156,26,26
25489,15239,15520,26,26
25491,15240,13840,26,24
25493,15241,15450,26,26
25495,15242,15124,26,26
25496,15243,15312,26,26
25498,15244,15451,26,26
25499,15245,15141,26,26
25500,15246,15055,26,26
25501,15247,15417,26,26
25502,15248,15067,26,26
25503,15249,15353,26,26
25504,15250,15452,26,26
25505,15251,15313,26,26
25511,15252,15523,26,26
25512,15253,15099,26,26
25513,15254,15045,26,26
25515,15255,15466,26,26
25517,15256,15096,26,26
25518,15257,15125,26,26
25520,15258,15375,26,26
25521,15259,15524,26,26
25525,15260,15377,26,26
25528,15261,15167,26,26
25529,15262,15332,26,26
25530,15263,15429,26,26
25531,15264,15023,26,26
25534,15265,15602,26,27
25536,15266,15603,26,27
25537,15267,15314,26,26
25538,15268,15290,26,26
25539,15269,15315,26,26
25540,15270,15181,26,26
25541,15271,15193,26,26
25542,15272,15518,26,26
25544,15273,15060,26,26
25545,15274,15194,26,26
25547,15275,15378,26,26
25550,15276,15346,26,26
25551,15277,15486,26,26
25552,15278,15354,26,26
25554,15279,15043,26,26
25555,15280,14507,26,25
25556,15281,15334,26,26
25559,15282,15604,26,27
25560,15283,15100,26,26
25561,15284,15232,26,26
25562,15285,15095,26,26
25563,15286,15291,26,26
25565,15287,15532,26,26
25566,15288,15484,26,26
25567,15289,15573,26,26
25568,15290,15139,26,26
25570,15291,15248,26,26
25572,15292,14522,26,25
25573,15293,15546,26,26
25575,15294,15497,26,26
25576,15295,15498,26,26
25579,15296,15195,26,26
25581,15297,15468,26,26
25582,15298,15569,26,26
25583,15299,15341,26,26
25584,15300,15028,26,26
25587,15301,15453,26,26
25588,15302,15454,26,26
25590,15303,15210,26,26
25591,15304,15572,26,26
25592,15305,15512,26,26
25594,15306,15435,26,26
25596,15307,15244,26,26
25598,15308,15257,26,26
25599,15309,15229,26,26
25600,15310,15499,26,26
25601,15311,15316,26,26
25602,15312,15515,26,26
25603,15313,15527,26,26
25608,15314,15455,26,26
25610,15315,15214,26,26
25613,15316,15148,26,26
25614,15317,15249,26,26
25616,15318,15163,26,26
25622,15319,15077,26,26
25624,15320,15107,26,26
25625,15321,15564,26,26
25626,15322,15317,26,26
25627,15323,15250,26,26
25628,15324,15605,26,27
25631,15325,15223,26,26
25632,15326,15034,26,26
25633,15327,15087,26,26
25635,15328,15160,26,26
25636,15329,15419,26,26
25638,15330,15430,26,26
25639,15331,15146,26,26
25640,15332,15136,26,26
25641,15333,15348,26,26
25642,15334,15555,26,26
25643,15335,15292,26,26
25644,15336,15064,26,26
25645,15337,15606,26,27
25646,15338,15271,26,26
25647,15339,15607,26,27
25648,15340,15251,26,26
25649,15341,15042,26,26
25650,15342,15168,26,26
25654,15343,15442,26,26
25655,15344,15415,26,26
25657,15345,15178,26,26
25658,15346,15456,26,26
25660,15347,15474,26,26
25661,15348,15137,26,26
25662,15349,15152,26,26
25663,15350,15230,26,26
25664,15351,15220,26,26
25666,15352,15252,26,26
25667,15353,15567,26,26
25668,15354,15041,26,26
25669,15355,15609,26,27
25672,15356,15513,26,26
25673,15357,15469,26,26
25675,15358,15556,26,26
25679,15359,15440,26,26
25681,15360,15224,26,26
25682,15361,15557,26,26
25683,15362,15318,26,26
25684,15363,15068,26,26
25685,15364,15225,26,26
25687,15365,15173,26,26
25688,15366,15319,26,26
25689,15367,15467,26,26
25690,15368,15397,26,26
25692,15369,15056,26,26
25693,15370,15279,26,26
25695,15371,15047,26,26
25697,15372,15207,26,26
25701,15373,15578,26,26
25702,15374,15611,26,27
25703,15375,15320,26,26
25704,15376,15500,26,26
25706,15377,15093,26,26
25707,15378,15379,26,26
25710,15379,15127,26,26
25713,15380,15612,26,27
25714,15381,15138,26,26
25718,15382,15582,26,26
25719,15383,15355,26,26
25720,15384,15356,26,26
25723,15385,15065,26,26
25724,15386,15558,26,26
25725,15387,15390,26,26
25727,15388,15066,26,26
25728,15389,15219,26,26
25729,15390,15286,26,26
25730,15391,13888,26,24
25731,15392,15262,26,26
25732,15393,15339,26,26
25733,15394,15253,26,26
25734,15395,15101,26,26
25735,15396,15183,26,26
25737,15397,15559,26,26
25739,15398,15284,26,26
25740,15399,15581,26,26
25745,15400,15128,26,26
25747,15401,15406,26,26
25749,15402,15380,26,26
25750,15403,15392,26,26
25753,15404,15061,26,26
25755,15405,15108,26,26
25757,15406,15204,26,26
25759,15407,15266,26,26
25761,15408,15215,26,26
25762,15409,15239,26,26
25763,15410,15240,26,26
25764,15411,15519,26,26
25765,15412,15069,26,26
25766,15413,15344,26,26
25767,15414,15381,26,26
25768,15415,15293,26,26
25769,15416,15585,26,26
25771,15417,15479,26,26
25772,15418,15185,26,26
25773,15419,15088,26,26
25775,15420,15301,26,26
25776,15421,15321,26,26
25777,15422,15263,26,26
25778,15423,15382,26,26
25779,15424,15407,26,26
25780,15425,15267,26,26
25781,15426,15053,26,26
25782,15427,15322,26,26
